SETOR;Subsetores;Produtos;CO_NCM;DESCRIÇÃO
FIBRAS E PRODUTOS TÊXTEIS;LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS;FIOS E TECIDOS DE LÃ OU DE PELOS FINOS;51122010;TECIDO DE LA PENTEADA,COM FILAMENTOS SINTETICOS/ARTIF.
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;51122020;TECIDO DE PELOS FINOS PENTEADOS COM FILAM.SINTET/ARTIF.
FIBRAS E PRODUTOS TÊXTEIS;LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS;FIOS E TECIDOS DE LÃ OU DE PELOS FINOS;51123010;TECIDO DE LA PENTEADA,COM FIBRAS SINTET/ARTIF.DESCONT.
FIBRAS E PRODUTOS TÊXTEIS;LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS;FIOS E TECIDOS DE LÃ OU DE PELOS FINOS;51123020;TECIDO DE PELOS FINOS,COM FIBRAS SINTET/ARTIF.DESCONT.
FIBRAS E PRODUTOS TÊXTEIS;LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS;FIOS E TECIDOS DE LÃ OU DE PELOS FINOS;51129000;OUTROS TECIDOS DE LA OU DE PELOS FINOS,PENTEADOS
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;51130011;TECIDOS DE PELOS GROSSEIROS (CONTEUDO>=85%)
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;51130012;TECIDOS DE PELOS GROSSEIROS (CONTEUDO<85%),COM ALGODAO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;51130013;TECIDOS DE PELOS GROSSEIROS (CONTEUDO<85%),SEM ALGODAO
FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;DEMAIS FIBRAS E PRODUTOS TÊXTEIS;51130020;TECIDOS DE CRINA
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;ALGODÃO NÃO CARDADO NEM PENTEADO;52010010;ALGODAO NAO DEBULHADO,NAO CARDADO NEM PENTEADO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;ALGODÃO NÃO CARDADO NEM PENTEADO;52010020;ALGODAO SIMPLESMENTE DEBULHADO,NAO CARDADO NEM PENTEADO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;ALGODÃO NÃO CARDADO NEM PENTEADO;52010090;OUTROS TIPOS DE ALGODAO NAO CARDADO NEM PENTEADO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIAPOS E DESPERDÍCIOS DE ALGODÃO;52021000;DESPERDICIOS DE FIOS DE ALGODAO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIAPOS E DESPERDÍCIOS DE ALGODÃO;52029100;FIAPOS DE ALGODAO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIAPOS E DESPERDÍCIOS DE ALGODÃO;52029900;OUTROS DESPERDICIOS DE ALGODAO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;ALGODÃO CARDADO OU PENTEADO;52030000;ALGODAO CARDADO OU PENTEADO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041111;LINHA P/COSTURA,DE ALGODAO CRU>=85%,TIT<=5000D,CABO=2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041112;LINHA P/COSTURA,DE ALGODAO CRU>=85%,TIT<=5000D,CABO>=3
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041120;LINHA P/COSTURA,DE ALGODAO CRU>=85%,TIT>5000DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041131;LINHA P/COSTURA,ALGODAO>=85%,BRANQ/COR,T<=5000D,CABO=2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041132;LINHA P/COSTURA,ALGODAO>=85%,BRANQ/COR,T<=5000D,CABO>=3
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041140;LINHA P/COSTURA,DE ALGODAO>=85%,BRANQUEADO/COR,T>5000D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041911;OUTRAS LINHAS P/COSTURA,ALGODAO CRU,TIT<=5000DEC.CABO=2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041912;OUTS.LINHAS P/COSTURA,ALGODAO CRU,TIT<=5000DEC.CABO>=3
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041920;OUTRAS LINHAS P/COSTURA,ALGODAO CRU,TIT>5000DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041931;OUTS.LINHAS P/COSTURA,ALGODAO BRANQ/COR,T<=5000D,CABO=2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041932;OUTS.LINHAS P/COSTURA,ALGOD.BRANQ/COR,T<=5000D,CABO>=3
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52041940;OUTS.LINHAS P/COSTURA,DE ALGODAO BRANQUEADO/COR,T>5000D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52042000;OUTRAS LINHAS P/COSTURA,DE ALGODAO,PARA VENDA A RETALHO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52051100;FIO ALGODAO>=85%,SIMPLES,FIBRA N/PENT.TIT>=714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52051200;FIO ALGODAO>=85%,SIMPLES,FIBRA N/PENT.232.56<=T<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52051310;FIO ALGODAO>=85%,CRU,SIMPL.FIBRA N/PENT.192.3<=T<232.5D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52051390;OUTS.FIOS ALGOD>=85%,SIMPL.FIBRA N/PENT.192.3<=T<232.5D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52051400;FIO ALGODAO>=85%,SIMPLES,FIBRA N/PENT.125D<=TIT<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52051500;FIO ALGODAO>=85%,SIMPLES,FIBRA N/PENT.TITULO<125DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052100;FIO ALGODAO>=85%,SIMPLES,FIBRA PENT.TITULO>=714.29DECIT
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052200;FIO ALGODAO>=85%,SIMPLES,FIBRA PENT.232.56D<=T<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052310;FIO ALGODAO>=85%,CRU,SIMPL.FIBRA PENT.192.3D<=T<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052390;OUTS.FIOS ALGOD>=85%,SIMPL.FIBRA PENT.192.3D<=T<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052400;FIO ALGODAO>=85%,SIMPLES,FIBRA PENT.125D<=TIT<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052600;FIO ALGODAO>=85%,SIMPLES,FIBRA PENT.106.38D<=TIT<125D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052700;FIO ALGODAO>=85%,SIMPLES,FIBRA PENT.83.33D<=TIT<106.38D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52052800;FIO ALGODAO>=85%,SIMPLES,FIBRA PENT.TITULO<83.33DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52053100;FIO ALGODAO>=85%,RETORC.FIBRA N/PENT.TITULO>=714.29DEC.
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52053200;FIO ALGODAO>=85%,RETORC.FIBRA N/PENT.232.56D<=T<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52053300;FIO ALGODAO>=85%,RETORC.FIBRA N/PENT.192.31D<=T<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52053400;FIO ALGODAO>=85%,RETORC.FIBRA N/PENT.125D<=TIT<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52053500;FIO ALGODAO>=85%,RETORC.FIBRA N/PENT.TITULO<125DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52054100;FIO ALGODAO>=85%,RETORC.FIBRA PENT.TITULO>=714.29DECIT.
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52054200;FIO ALGODAO>=85%,RETORC.FIBRA PENT.232.56D<=TIT<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52054300;FIO ALGODAO>=85%,RETORC.FIBRA PENT.192.31D<=TIT<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52054400;FIO ALGODAO>=85%,RETORC.FIBRA PENT.125D<=TITULO<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52054600;FIO ALGODAO>=85%,RETORC.FIBRA PENT.106.38D<=TITULO<125D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52054700;FIO ALGODAO>=85%,RETORC.FIBRA PENT.83.33D<=TIT<106.38D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52054800;FIO ALGODAO>=85%,RETORC.FIBRA PENT.TITULO<83.33DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52061100;FIO ALGODAO<85%,SIMPLES,FIBRA N/PENT.TITULO>=714.29DEC.
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52061200;FIO ALGODAO<85%,SIMPLES,FIBRA N/PENT.232.56D<=T<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52061300;FIO ALGODAO<85%,SIMPLES,FIBRA N/PENT.192.31D<=T<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52061400;FIO ALGODAO<85%,SIMPLES,FIBRA N/PENT.125D<=TIT<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52061500;FIO ALGODAO<85%,SIMPLES,FIBRA N/PENT.TITULO<125DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52062100;FIO ALGODAO<85%,SIMPLES,FIBRA PENT.TITULO>=714.29DECIT.
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52062200;FIO ALGODAO<85%,SIMPLES,FIBRA PENT.232.56D<=TIT<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52062300;FIO ALGODAO<85%,SIMPLES,FIBRA PENT.192.31D<=TIT<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52062400;FIO ALGODAO<85%,SIMPLES,FIBRA PENT.125D<=TITULO<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52062500;FIO ALGODAO<85%,SIMPLES,FIBRA PENT.TITULO<125DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52063100;FIO ALGODAO<85%,RETORC.FIBRA N/PENT.TITULO>=714.29DECIT
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52063200;FIO ALGODAO<85%,RETORC.FIBRA N/PENT.232.56D<=T<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52063300;FIO ALGODAO<85%,RETORC.FIBRA N/PENT.192.31D<=T<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52063400;FIO ALGODAO<85%,RETORC.FIBRA N/PENT.125D<=TIT<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52063500;FIO ALGODAO<85%,RETORC.FIBRA N/PENT.TITULO<125DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52064100;FIO ALGODAO<85%,RETORC.FIBRA PENT.TITULO>=714.29DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52064200;FIO ALGODAO<85%,RETORC.FIBRA PENT.232.56D<=TIT<714.29D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52064300;FIO ALGODAO<85%,RETORC.FIBRA PENT.192.31D<=TIT<232.56D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52064400;FIO ALGODAO<85%,RETORC.FIBRA PENT.125D<=TITULO<192.31D
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52064500;FIO ALGODAO<85%,RETORC.FIBRA PENT.TITULO<125DECITEX
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52071000;FIO ALGODAO>=85%,PARA VENDA A RETALHO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52079000;OUTROS FIOS DE ALGODAO,PARA VENDA A RETALHO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52081100;TECIDO DE ALGODAO>=85%,CRU,PONTO TAFETA,P<=100G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52081200;TECIDO DE ALGODAO>=85%,CRU,PONTO TAFETA,100<P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52081300;TECIDO DE ALGODAO>=85%,CRU,PONTO SARJADO,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52081900;OUTROS TECIDOS DE ALGODAO>=85%,CRU,PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52082100;TECIDO DE ALGODAO>=85%,BRANQ.PTO.TAFETA,P<=100G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52082200;TECIDO DE ALGODAO>=85%,BRANQ.PTO.TAFETA,100<P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52082300;TECIDO DE ALGODAO>=85%,BRANQ.PTO.SARJADO,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52082900;OUTROS TECIDOS DE ALGODAO>=85%,BRANQUEADO,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52083100;TECIDO DE ALGODAO>=85%,TINTO,PTO.TAFETA,P<=100G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52083200;TECIDO DE ALGODAO>=85%,TINTO,PTO.TAFETA,100<P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52083300;TECIDO DE ALGODAO>=85%,TINTO,PTO.SARJADO,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52083900;OUTROS TECIDOS DE ALGODAO>=85%,TINTO,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52084100;TECIDO DE ALGODAO>=85%,FIO COLOR.PTO.TAFETA,P<=100G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52084200;TECIDO ALGODAO>=85%,FIO COLOR.PTO.TAFETA,100<P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52084300;TECIDO DE ALGODAO>=85%,FIO COLOR.PTO.SARJADO,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52084900;OUTROS TECIDOS DE ALGODAO>=85%,FIO COLOR.PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52085100;TECIDO DE ALGODAO>=85%,ESTAMPADO,PTO.TAFETA,P<=100G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52085200;TECIDO ALGODAO>=85%,ESTAMPADO,PTO.TAFETA,100<P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52085300;TECIDO DE ALGODAO>=85%,ESTAMPADO,PTO.SARJADO,P<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52085900;OUTROS TECIDOS DE ALGODAO>=85%,ESTAMPADO,PESO<=200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52085910;TEC.ESTAMPADOS PT.SARJ/DIAG.TEXTURA < 4
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52085990;OUTROS TECIDOS ESTAMPADOS DE ALGODÃO
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52091100;TECIDO DE ALGODAO>=85%,CRU,PONTO DE TAFETA,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52091200;TECIDO DE ALGODAO>=85%,CRU,PONTO SARJADO,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52091900;OUTROS TECIDOS DE ALGODAO>=85%,CRU,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52092100;TECIDO DE ALGODAO>=85%,BRANQUEADO,PTO.TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52092200;TECIDO DE ALGODAO>=85%,BRANQUEADO,PTO.SARJADO,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52092900;OUTROS TECIDOS DE ALGODAO>=85%,BRANQUEADO,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52093100;TECIDO DE ALGODAO>=85%,TINTO,PONTO DE TAFETA,P>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52093200;TECIDO DE ALGODAO>=85%,TINTO,PONTO SARJADO,PESO>200G/M2
FIBRAS E PRODUTOS TÊXTEIS;ALGODÃO E PRODUTOS TÊXTEIS DE ALGODÃO;FIOS, LINHAS E TECIDOS DE ALGODÃO;52093900;OUTROS TECIDOS DE ALGODAO>=85%,TINTO,PESO>200G/M2
